
Socket infor:[Socket0_TA]-->HHA0;,,,,,,,,,,,
cmd_count,llc_inquery,snoop_llc,llc_dir_hit,ddr_rd,ddr_wr,outer_op,ddr_data_rd,ddr_data_wr,backinvalid,cache_dir_hit,ddr_dir_hit
cmd_count,llc_inquery,snoop_llc,llc_dir_hit,ddr_rd,ddr_wr,outer_op,ddr_data_rd,ddr_data_wr,backinvalid,cache_dir_hit,ddr_dir_hit
13,14,33,5,53,13,14,0,0,53,0,53
0,12,14,4,31,0,12,0,0,31,0,31
2,161,136,3,327,2,161,0,1,327,0,327
125,284,492,116,796,120,279,0,33,786,1,792
3,20,30,8,55,3,20,0,0,55,0,55
18,96,212,93,313,14,93,0,0,308,0,313
21,147,137,1,369,20,146,0,1,361,1,369
0,55,69,0,112,0,55,0,0,112,0,112
1,14,17,2,33,1,14,0,0,33,0,33
Socket infor:[Socket1_TB]-->HHA0;,,,,,,,,,,,
cmd_count,llc_inquery,snoop_llc,llc_dir_hit,ddr_rd,ddr_wr,outer_op,ddr_data_rd,ddr_data_wr,backinvalid,cache_dir_hit,ddr_dir_hit
15,49,76,33,137,11,46,0,0,132,1,128
1,40,50,13,100,1,40,0,0,100,0,100
4,86,94,19,200,2,84,0,0,198,1,200
148,234,648,299,782,133,226,0,3,766,7,782
0,47,56,11,113,0,47,0,0,113,0,113
106,224,423,207,681,90,219,0,22,655,11,675
3,53,56,5,184,2,52,0,1,183,0,184
2,59,61,1,113,2,59,0,0,113,0,113
1,45,51,8,118,1,45,0,0,118,0,118
Socket infor:[Socket1_TB]-->HHA1;,,,,,,,,,,,
cmd_count,llc_inquery,snoop_llc,llc_dir_hit,ddr_rd,ddr_wr,outer_op,ddr_data_rd,ddr_data_wr,backinvalid,cache_dir_hit,ddr_dir_hit
5,112,110,17,224,1,112,0,0,222,0,224
0,113,89,7,200,0,113,0,0,200,0,200
1,208,181,9,440,1,208,0,1,440,0,440
145,400,788,317,1041,126,387,0,15,1025,7,1041
1,93,81,4,177,1,93,0,0,177,0,177
106,304,488,231,799,84,291,0,20,769,12,794
2,174,133,7,413,2,174,0,1,413,0,413
1,166,154,3,272,0,165,0,1,271,0,272
2,107,96,4,212,2,107,0,0,212,0,212
Socket info:[Socket0_TA];-->AA-wr(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
280,816,0,0,0,0,0,0
277,816,0,0,0,0,0,0
274,816,0,0,0,0,0,0
271,816,0,0,0,0,0,0
268,816,0,0,0,0,0,0
191,922,0,0,0,0,0,0
192,922,0,0,0,0,0,0
157,922,0,0,0,0,0,0
155,922,0,0,0,0,131,1427
Socket info:[Socket0_TB];-->AA-wr(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
185,188,0,0,0,0,0,0
185,188,0,0,0,0,0,0
185,189,0,0,0,0,0,0
185,189,0,0,0,0,0,0
147,1102,0,0,0,0,0,0
66,1102,0,0,0,0,0,0
68,1102,0,0,0,0,0,0
77,1102,0,0,0,0,0,0
75,1454,0,0,0,0,0,0
Socket info:[Socket1_TA];-->AA-wr(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
503,540,0,0,0,0,0,0
503,542,0,0,0,0,0,0
503,552,0,0,0,0,0,0
502,552,0,0,0,0,0,0
501,552,0,0,0,0,0,0
502,552,0,0,0,0,0,0
502,552,0,0,0,0,0,0
503,552,0,0,0,0,0,0
503,554,0,0,0,0,0,0
Socket info:[Socket1_TB];-->AA-wr(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
0,0,0,0,0,0,0,0
570,596,0,0,0,0,0,0
570,596,0,0,0,0,0,0
571,596,0,0,0,0,0,0
571,596,0,0,0,0,0,0
218,602,0,0,0,0,0,0
218,602,0,0,0,0,0,0
173,632,0,0,0,0,0,0
153,813,0,0,0,0,0,0
Socket_info:[Socket0_NA]-->HLLC0;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.02,0.00,0.19,0.07,0.00,0.00,0.00,0.00
0.03,0.00,0.19,0.06,0.00,0.00,0.00,0.00
0.02,0.01,0.19,0.07,0.00,0.00,0.00,0.00
0.03,0.00,0.18,0.05,0.00,0.00,0.00,0.00
0.04,0.01,0.24,0.09,0.00,0.00,0.00,0.00
0.03,0.00,0.20,0.06,0.00,0.00,0.00,0.00
0.02,0.01,0.19,0.07,0.00,0.00,0.00,0.00
0.05,0.01,0.24,0.08,0.00,0.00,0.00,0.00
0.04,0.01,0.24,0.08,0.00,0.00,0.00,0.00
Socket_info:[Socket0_NA]-->HLLC1;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket0_NA]-->HLLC2;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket0_NB]-->HLLC0;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.06,0.01,0.02,0.04,0.00,0.00,0.00,0.00
0.05,0.01,0.03,0.05,0.00,0.00,0.00,0.00
0.06,0.01,0.03,0.04,0.00,0.00,0.00,0.00
0.05,0.01,0.03,0.04,0.00,0.00,0.00,0.00
0.07,0.03,0.04,0.08,0.00,0.00,0.00,0.00
0.05,0.02,0.03,0.05,0.00,0.00,0.00,0.00
0.05,0.01,0.03,0.04,0.00,0.00,0.00,0.00
0.07,0.03,0.05,0.09,0.00,0.00,0.00,0.00
0.06,0.03,0.04,0.07,0.00,0.00,0.00,0.00
Socket_info:[Socket0_NB]-->HLLC1;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket0_NB]-->HLLC2;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket1_NA]-->HLLC0;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.11,0.06,0.01,0.00,0.01,0.20,0.02,0.00
0.10,0.08,0.00,0.00,0.02,0.17,0.02,0.00
0.10,0.06,0.01,0.00,0.01,0.19,0.01,0.00
0.10,0.06,0.01,0.00,0.02,0.17,0.01,0.00
0.13,0.12,0.02,0.00,0.03,0.22,0.04,0.00
0.10,0.08,0.00,0.00,0.02,0.17,0.02,0.00
0.10,0.06,0.01,0.00,0.02,0.18,0.02,0.00
0.14,0.14,0.02,0.00,0.03,0.22,0.04,0.00
0.13,0.12,0.02,0.00,0.03,0.21,0.04,0.00
Socket_info:[Socket1_NA]-->HLLC1;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.11,0.06,0.01,0.00,0.01,0.20,0.02,0.00
0.10,0.08,0.00,0.00,0.02,0.17,0.02,0.00
0.10,0.06,0.01,0.00,0.01,0.19,0.01,0.00
0.10,0.06,0.01,0.00,0.02,0.17,0.01,0.00
0.13,0.12,0.02,0.00,0.03,0.22,0.04,0.00
0.10,0.08,0.00,0.00,0.02,0.17,0.02,0.00
0.10,0.06,0.01,0.00,0.02,0.18,0.02,0.00
0.14,0.14,0.02,0.00,0.03,0.22,0.04,0.00
0.13,0.12,0.02,0.00,0.03,0.21,0.04,0.00
Socket_info:[Socket1_NA]-->HLLC2;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket1_NB]-->HLLC0;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket1_NB]-->HLLC1;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket_info:[Socket1_NB]-->HLLC2;(MB/s),,,,,,,
ch0_pa_hllc,ch1_pa_hllc,ch2_pa_hllc,ch3_pa_hllc,ch0_hllc_pa,ch1_hllc_pa,ch2_hllc_pa,ch3_hllc_pa
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LLC Information:[Socket0_TA];(%),
rd_hit,wr_hit
97.19, 0.00
87.18, 0.00
97.73, 0.00
89.30, 0.00
83.33, 0.00
100.00, 0.00
100.00, 0.00
400.00, 0.00
86.54, 0.00
LLC Information:[Socket0_TB];(%),
rd_hit,wr_hit
95.69, 26.32
100.00, 0.00
100.00, 100.00
100.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
100.00, 0.00
LLC Information:[Socket1_TA];(%),
rd_hit,wr_hit
0.00, 0.00
0.00, 0.00
14.29, 0.00
49.28, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
93.14, 0.00
LLC Information:[Socket1_TB];(%),
rd_hit,wr_hit
0.00, 0.00
0.00, 0.00
51.28, 0.00
84.62, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
0.00, 0.00
93.91, 0.00
DDR information:(MB/s),,,,,,,,,,,,,,,
ddr0_wr, ddr0_rd,ddr1_wr, ddr1_rd,ddr2_wr, ddr2_rd,ddr3_wr, ddr3_rd,ddr4_wr, ddr4_rd,ddr5_wr, ddr5_rd,ddr6_wr, ddr6_rd,ddr7_wr, ddr7_rd
0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Socket info:[Socket0_TA];-->AA-rd(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
262,1443,0,0,140,1169,0,0
282,1444,155,701,197,1397,145,726
297,1449,155,701,197,1397,145,726
188,1474,155,701,197,1397,145,726
201,1474,155,701,197,1397,145,726
212,1474,139,701,221,1397,188,843
223,1474,139,701,221,1397,188,843
232,1474,139,701,221,1397,188,843
235,1474,139,701,221,1397,188,843
Socket info:[Socket0_TB];-->AA-rd(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
499,1237,0,0,0,0,0,0
450,1237,0,0,0,0,0,0
420,1335,289,931,476,1543,199,738
422,1335,289,931,476,1543,410,968
402,1335,289,931,476,1543,410,968
397,1335,289,931,476,1543,410,968
391,1335,267,931,470,1543,338,968
395,1342,267,931,470,1543,388,977
284,1523,267,931,470,1543,388,977
Socket info:[Socket1_TA];-->AA-rd(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
591,1261,0,0,300,708,0,0
592,1261,0,0,269,708,0,0
589,1261,295,688,389,812,400,781
591,1261,295,688,378,812,400,781
589,1379,295,688,361,812,400,781
594,1379,295,688,347,812,400,781
590,1379,339,714,381,888,435,781
584,1379,339,714,385,888,376,811
585,1379,339,714,390,888,376,811
Socket info:[Socket1_TB];-->AA-rd(cycles),,,,,,,
aa0_avg_lat, aa0_max_lat,aa1_avg_lat, aa1_max_lat,aa2_avg_lat, aa2_max_lat,aa3_avg_lat, aa3_max_lat
609,1494,423,955,0,0,0,0
596,1494,439,955,0,0,0,0
595,1494,436,955,0,0,0,0
576,1494,434,1371,603,830,588,806
586,1494,441,1371,603,830,588,806
589,1494,436,1371,603,830,588,806
584,1494,451,1391,603,830,588,806
572,1494,441,1391,582,841,505,806
578,1494,441,1441,582,841,505,806
PA-->Socket_info:[Socket0_NA];,,,,,,,,,,,
prot0_rx_req, port0_rx_sno, port0_rx_rsp, port0_rx_dat,prot1_rx_req, port1_rx_sno, port1_rx_rsp, port1_rx_dat,prot2_rx_req, port2_rx_sno, port2_rx_rsp, port2_rx_dat
1281,212,12114,4460,0,0,0,0,0,0,0,0
2006,223,12157,3614,0,0,0,0,0,0,0,0
1296,770,11678,4212,0,0,0,0,0,0,0,0
1609,226,11401,3353,0,0,0,0,0,0,0,0
2346,610,15147,5325,0,0,0,0,0,0,0,0
1947,229,12394,3585,0,0,0,0,0,0,0,0
1411,599,11842,4116,0,0,0,0,0,0,0,0
2980,720,15176,5268,0,0,0,0,0,0,0,0
2315,639,14994,5162,0,0,0,0,0,0,0,0
PA-->Socket_info:[Socket0_NB];,,,,,,,,,,,
prot0_rx_req, port0_rx_sno, port0_rx_rsp, port0_rx_dat,prot1_rx_req, port1_rx_sno, port1_rx_rsp, port1_rx_dat,prot2_rx_req, port2_rx_sno, port2_rx_rsp, port2_rx_dat
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
PA-->Socket_info:[Socket1_NA];,,,,,,,,,,,
prot0_rx_req, port0_rx_sno, port0_rx_rsp, port0_rx_dat,prot1_rx_req, port1_rx_sno, port1_rx_rsp, port1_rx_dat,prot2_rx_req, port2_rx_sno, port2_rx_rsp, port2_rx_dat
3682,710,1333,2231,0,0,0,0,0,0,0,0
3155,911,1943,2862,0,0,0,0,0,0,0,0
3465,635,2018,2191,0,0,0,0,0,0,0,0
3147,383,1763,2263,0,0,0,0,0,0,0,0
4093,1767,2328,4769,0,0,0,0,0,0,0,0
3183,1003,1869,2964,0,0,0,0,0,0,0,0
3393,750,1901,2327,0,0,0,0,0,0,0,0
4219,1922,2912,5755,0,0,0,0,0,0,0,0
3939,1853,2397,4585,0,0,0,0,0,0,0,0
PA-->Socket_info:[Socket1_NB];,,,,,,,,,,,
prot0_rx_req, port0_rx_sno, port0_rx_rsp, port0_rx_dat,prot1_rx_req, port1_rx_sno, port1_rx_rsp, port1_rx_dat,prot2_rx_req, port2_rx_sno, port2_rx_rsp, port2_rx_dat
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
Socket infor:[Socket0_TA]-->SLLC0;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.01,0.00,0.01,0.00
0.01,0.00,0.01,0.01
0.02,0.00,0.02,0.01
0.13,0.02,0.30,0.52
0.02,0.00,0.02,0.01
0.04,0.02,0.26,0.52
0.01,0.01,0.01,0.01
0.01,0.00,0.01,0.01
0.02,0.00,0.01,0.01
Socket infor:[Socket0_TA]-->SLLC1;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.36,0.00,0.09,0.01
0.37,0.00,0.10,0.01
0.37,0.00,0.10,0.02
0.50,0.01,0.30,0.27
0.37,0.00,0.10,0.01
0.41,0.02,0.24,0.25
0.36,0.01,0.10,0.02
0.37,0.00,0.10,0.02
0.37,0.00,0.10,0.01
Socket infor:[Socket0_TA]-->SLLC2;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.29,0.00,0.02,0.02
0.29,0.01,0.03,0.03
0.29,0.01,0.03,0.02
0.31,0.04,0.05,0.05
0.29,0.01,0.02,0.02
0.30,0.04,0.04,0.05
0.29,0.01,0.03,0.02
0.29,0.00,0.03,0.02
0.29,0.01,0.02,0.02
Socket infor:[Socket0_TA]-->SLLC3;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.97,0.00,0.11,0.02
0.98,0.01,0.11,0.03
0.98,0.01,0.12,0.03
1.07,0.04,0.13,0.06
0.97,0.00,0.11,0.02
1.07,0.03,0.12,0.05
0.98,0.01,0.12,0.03
0.96,0.00,0.11,0.02
0.97,0.00,0.11,0.02
Socket infor:[Socket0_TB]-->SLLC0;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.01,0.00,0.01,0.00
0.01,0.00,0.01,0.00
0.01,0.00,0.01,0.00
0.01,0.03,0.01,0.00
0.01,0.00,0.01,0.00
0.01,0.02,0.01,0.00
0.01,0.00,0.01,0.00
0.01,0.00,0.01,0.00
0.01,0.00,0.01,0.00
Socket infor:[Socket0_TB]-->SLLC1;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.85,0.00,0.00,0.00
0.86,0.00,0.00,0.00
0.86,0.00,0.00,0.00
0.91,0.02,0.00,0.00
0.84,0.00,0.00,0.00
0.92,0.01,0.00,0.00
0.85,0.00,0.00,0.00
0.84,0.00,0.00,0.00
0.85,0.00,0.00,0.00
Socket infor:[Socket0_TB]-->SLLC2;(MB/s),,,
tx_pk_req,tx_pk_sno,tx_pk_rsp,tx_pk_dat
0.00,0.00,0.09,0.08
0.00,0.00,0.10,0.09
0.00,0.00,0.09,0.10
